FROMCOMID,TOCOMID
14863089,14865499
14863079,14863089
14863033,14865743
14865743,14863067
14863067,14863079
14863025,14863033
14863075,14863089
14862957,25827666
14862905,25827670
14862907,14862905
14862879,14862907
14862879,14862899
14862899,14862905
14863001,14863033
14862967,14863001
14862965,14863001
14862883,14862965
14862873,14862965
14863085,14863079
14863147,14865503
14865069,14865495
14865741,14863063
14863031,14865741
14863063,14863083
14865067,14863083
14863011,14865067
14863009,14865067
14862993,14863009
14862993,14862995
14862995,938020855
14862939,14862983
14862901,14862939
14862903,14862939
14862805,14865427
14862845,14862941
14865427,14862845
14860099,14860101
14860071,14860091
14860059,14860073
14859973,14859959
14859955,14859953
14859877,14859933
14859957,14859975
14860037,14860055
14860097,14860105
14860077,14860097
14860063,14860077
14859941,14859983
14859983,14859985
14859923,14859941
14860051,14860067
14860067,14860103
14860039,14860033
14859927,14859937
14859905,14859927
14859523,938020668
14859385,14859387
14859349,14859359
14860409,14859349
14859483,14859485
14859459,14859461
14859461,14859469
14859469,14859501
14862745,25827698
14862741,14862745
14865057,14862745
14865173,14865057
14863155,25828006
14863153,14863155
14863151,14863153
14863149,14863153
14863191,14863197
14863187,14863191
14863183,14863191
14863261,14865473
14863273,14863261
14863279,14863273
14863279,14863271
14863283,14863279
14863301,14863283
14863301,14863281
14863317,14863301
14863335,14863317
14863339,14863335
14863377,14863353
14863351,14863339
14863353,14863351
14863389,14863377
14860183,14860185
14860185,14860187
14860187,14863403
14863403,14863389
14860177,14860183
14863347,14863335
14863365,14863347
14863391,14863365
14863393,14863391
14863455,14865595
14863493,14865767
14865767,14863479
14863479,25828014
14863495,14865769
14863497,14865771
14865211,14863497
14865107,25828010
14863625,14863587
14863585,14863587
14860199,14860203
14863539,14865107
14863527,14863533
14863533,14863539
14863463,14863527
14863447,14863463
14863445,14863463
14863531,14863539
14863421,14863391
14863397,14863347
14863387,14863389
14863355,14863387
14860175,14863355
14863357,14863387
14860179,14863357
14863371,14863377
14863369,14863371
14860169,14860159
14860167,14860169
14860173,14860167
14860151,14860173
14860147,14860151
14860127,14860147
14860125,14860127
14860125,14860135
14860165,14860167
14860157,14860159
14863313,14863369
14863363,14863371
14863337,14863339
14863333,14863337
14863245,14863307
14863307,14863325
14863325,14863333
14863325,14863327
14863211,14863245
14863211,14863243
14863243,14863321
14863321,14863323
14863327,14863323
14863323,14863317
14863315,14863301
14863281,14863279
14863271,14863261
14863257,14865475
14865199,14863257
14863601,25827654
14865115,14863601
14865113,14863601
14865217,14863589
14863715,14863717
14863693,14863715
14863689,14863701
14863695,14863701
14865225,14863695
14863713,14863717
14863711,14863713
14863733,14863711
14863735,14863733
14863735,14863731
14863751,14863735
14863751,14863737
14863749,14863729
14863729,14863721
14863721,14863709
14863721,14863707
14863737,14863729
14863731,14863721
14863691,14863715
14865131,14863691
14863683,14863691
14863681,14863683
14863679,14863683
14863673,14865693
14863667,14863673
14865121,14863667
14863671,14863673
14863635,167182281
14863617,25827650
14865221,14863617
14863655,14863667
14863649,14863659
14863653,14863659
14863651,14863653
14863651,14863663
14863687,14863693
14863687,14863689
14865653,14863687
14863701,14865699
14865699,14865701
14865701,14865667
14867365,14867367
14867795,14867365
14867797,14867799
14867793,14867795
14867805,14867803
14871715,14867793
14867367,14867373
14867799,14867377
14867377,14867805
14863781,14871715
14867373,14867797
14865145,14863781
14865717,14865145
14863723,14865717
14863727,14863723
14865227,14863727
14863775,14863781
14865719,14863775
14863753,14863757
14865129,14863757
14865135,14863723
14863703,14865135
14863699,14863703
14863699,14865133
14863697,14863699
14865133,14865135
14863685,14863699
14863639,14863685
14863633,14863639
14863631,14863639
14863641,14863631
14865117,14863631
14865223,14865117
14863657,14863685
14853849,14853857
14853825,14853849
14863747,14863719
14863719,938020305
14859559,14859565
14859565,14859633
14859563,14859633
938020665,938020666
938020666,938020389
14859495,15354114
14859429,938020665
14859429,938020664
14860207,14860209
14853859,14327197
14853819,14853825
14853971,14327199
14853997,14327199
14849517,15344276
14860331,14849517
14859339,14849515
14849515,15344276
14858647,14854067
14854023,14854067
938020657,938020658
938020658,14854455
938020658,15349196
14860205,14190853
14860205,14860207
14862777,14862781
14860011,14862777
14862943,14862975
14860075,14862943
14859431,938020665
14859431,938020664
14860375,14860007
14859715,14859745
14859807,14859857
14859857,14859869
14859879,14859947
14859869,14859879
14859947,14859993
14859993,14860003
14860003,14860013
14860013,14860017
14860017,14860023
14860131,14860137
14859985,14859989
14860031,14860043
14860043,14860053
14860053,14860051
14860053,14860083
14859989,14860031
14859979,14859981
14859981,14859985
14859811,14859847
14859847,14859925
14860197,14860203
14860395,14860197
14860133,14860137
14860137,14860149
14860393,14860169
14860007,14860009
14859939,14859961
14859961,14859963
14859963,14860375
14860159,14863263
14860413,14860155
14860141,14860413
14860141,14865525
14860155,14863263
14865149,14865557
14863565,14863585
14863571,14863585
14863041,14863039
14865071,14863039
14865271,14865311
14865273,14865277
14865277,14865313
14865275,14865271
14865275,14865287
14865329,14865345
14865327,14865329
14865419,14865423
14865417,14865419
938020690,14863409
938020691,938020690
14865573,14863421
14865581,938020671
14863425,14863451
14861923,14862025
14861847,14861851
14861847,14861855
14861855,14861923
14863519,14863547
14863547,14863607
14863743,938020859
14863767,14865677
14865677,14865691
14863175,14863167
14863167,14863201
14861879,14861917
14862459,14862519
14862369,14862459
14863005,14863049
14863003,14863049
14863163,14863155
14863583,14865107
14863345,14863337
14865501,14865493
14865447,14865501
14865769,14863493
14865771,14863495
14862449,14862441
14862463,14862449
14865339,14865333
14865345,14865353
14865151,14865153
14862885,14860075
14865347,14865337
14853829,14853891
14853961,14853921
14853921,14858629
14853915,14858629
14853939,14853941
14853941,14853915
14853889,14853893
14853893,14853939
14858631,14858635
14858631,14858643
14853917,14853911
14853995,14854019
14854011,14853993
14854035,25827964
14854085,14854091
14854095,14854189
14854289,938020298
938020298,938020299
938020299,938020655
14854221,14858685
14854231,14854239
14854311,14854315
14854311,14858697
14854415,938020658
14849493,14849511
14849497,14849501
14854477,14854491
14849513,14859339
14854525,14858721
14854525,14854533
14854539,14854569
14854535,14854559
14854565,14854555
14854557,14854605
14859455,14859459
14862083,14862087
14862205,14862231
14862231,14865025
14865025,14865035
14862479,14862559
14862727,14862961
14862771,14862727
14862781,14862751
14860085,14860063
14862933,14862871
14860087,14860089
14860087,14860107
14863019,14865069
14863019,14863021
14860109,14860111
14860111,14860121
14860135,14860133
14863483,14863499
938020677,938020443
14863549,14863607
14863581,14865109
14863611,14863609
14863609,938020309
14863647,14863645
14863661,14863645
14863757,14865139
14863757,14863789
14867813,14197357
14863359,14865565
14865481,14865545
14853811,14858585
14865281,14865255
14865281,14865283
14867811,14867813
14865667,14865685
14865657,14865667
14865659,14865663
14865663,14865653
14865663,14865657
14865661,14865659
938020692,938020693
938020693,14865661
14865627,14865629
14865629,14865641
14865607,14865627
14865547,14865549
14865545,14865547
14865441,14865451
938020003,14865441
14860089,14862947
14862947,14862975
14865425,14865431
14865423,14865425
14865415,14865417
14865399,14865397
14865397,14865401
14865395,14865399
14865395,14865403
14865353,14865361
14865313,14865327
14865259,14865273
14865619,14865635
14865617,14865619
14865539,14865575
14865537,14865539
14865529,14865537
14863291,14865529
14854475,14854495
14854475,14854477
14854061,14854035
14862025,14862043
14863385,14865553
14865553,14865575
14859745,14859751
14859835,14859843
14859831,14859835
14859751,14859831
14859861,14859865
14859865,14859871
14859843,14859861
14859871,14859933
14860023,14860027
14865331,14865333
14862323,14865331
14858697,14858691
14862033,14865261
14865261,14865273
14862983,938020002
938020002,14865441
14862871,14862839
14858585,14853891
14853991,14853993
14853857,14858623
14853891,14853893
14853911,14853939
14854001,14853961
14854091,938020369
14854189,938020439
14861813,14854639
14854645,14861817
14861817,14854643
14854639,14854637
14854643,14865247
14854647,14861815
14865247,14854641
14854641,14861813
14861815,14854645
14861811,14854649
14854651,14861811
14865249,14854647
14854649,14865249
14854569,938020660
14854559,14854605
14854605,14854635
14854635,14861835
14854587,14854555
14854273,938020297
938020297,938020656
14854333,14854415
14849501,14849513
14849945,14849513
14849511,14859337
14859337,14859339
14849495,14849511
14862267,14865025
14862213,14862231
14862093,14862083
14862891,14862871
14862503,14862559
14862751,14862753
14863499,14863519
14863541,938020313
14863501,14863519
14865109,14863611
14863607,14863609
14863627,14863647
14863645,938020681
14863741,14863743
14862541,14862671
14859799,14862541
14860121,14860131
14865141,14865675
14867787,14863797
14863797,14865141
14865675,14865683
14863769,14863767
14863613,14865645
14865645,938020692
14863591,14865633
14865633,14865631
14863561,14865623
14865623,14865635
14863439,14865589
14865589,14865579
14863201,14863209
14863383,14865151
14865555,14863359
14858683,14858685
14858643,14853903
14853823,14853833
14853875,14853867
14854239,14854243
14861825,14854629
14854629,25827998
14861917,14861911
14862521,14862625
14862519,14862625
14862653,14862649
14862081,14862083
14862715,14862709
14862837,14862797
14862913,14862969
14863237,14865535
14865535,14865531
14862683,14862685
14863039,14863043
14862961,14862979
14863047,14865749
14863053,14863069
14865749,14863053
14863441,14865587
14865587,14865597
14863537,14865617
14863577,14865621
14865621,14865619
938020673,938020674
14865585,14865591
938020674,14865585
14865507,14865509
14863139,14865507
14863007,14865443
14865443,14865505
14862863,14865429
14865429,14865431
14862783,14865421
14865421,14865423
14862677,14865413
14865413,14865367
14862629,14865411
14865405,14862629
14865411,14865409
14862737,14862961
14865403,14862737
14862501,14865731
14862507,14865391
14865731,14862507
14865391,14865395
14862559,14862575
14862441,14862445
14862445,14862479
14862389,14862425
14862425,14865383
14865383,14865365
14862371,14865351
14865351,14865361
14862353,14865341
14865341,14865345
14862253,14865319
14865319,14865313
14862097,14862103
14862097,14862227
14865269,14862097
14862193,14865263
14865263,14865265
14862013,14865309
14865309,14865311
14865013,14861969
14865013,14861967
14861939,14865723
14865723,14865013
14865255,14861939
14861937,14865257
14865257,14865281
14854019,14854027
14861863,14865253
14865253,14865275
14858715,25827968
14858755,14858715
14858681,14854337
14854209,14854337
14865239,14862007
14865241,14865239
14865237,14865241
14861949,14861999
14865287,14861949
14862321,14865325
14865325,14865327
14865027,14865343
14865343,14865353
14862593,14865393
14865393,14865401
14865019,14865355
14865355,14865371
14865445,938020005
938020005,14863075
938020006,14865445
14863021,938020006
14863083,14865459
14865459,14865447
14860381,14860121
14860061,14860063
14860083,14860093
14859969,14859979
14859925,14859941
14859447,14859453
14859453,14859459
14860107,14865065
14865065,14865455
14865455,938020004
14863127,14865457
14865457,14865449
14863161,14863163
14860113,14863161
14863423,14865573
14863453,14865583
14865583,14863423
14865595,14863453
14863587,14863583
14860195,14863557
14863557,14863565
14860201,14860205
14860201,14860395
14863263,14863369
14865525,14860155
14860129,14860133
14860149,14860393
14863343,14863345
14863415,14865571
14865205,14863415
14865571,14865549
14863523,14865605
14865605,14865609
14863589,14865625
14865625,14865627
14863717,14865669
14865669,14865685
14863709,14863711
14863707,14863713
14865123,14865655
14863615,14865643
14865643,14865639
14863663,14865651
14865651,14865659
14863659,14865649
14865649,14865661
14863763,14865673
14865673,14865679
14863773,14865671
14865671,14865703
14865139,14865719
14865127,14865129
14867375,14867801
14863789,14867375
14867801,14867811
14865683,14865679
14865703,14867807
14865681,14865703
14865679,14865681
25827650,14863635
25827654,14863523
25827658,14863577
14865635,14865631
14865631,14865641
25827666,14863019
25827670,14862957
25827674,14863269
25827678,14863413
25827690,14862985
25827694,14862851
14859607,14859685
14859501,14859531
14860353,14859605
14859531,14860353
14859605,14859685
14865505,14865509
14865431,14865433
14865433,14865505
25827714,14862667
25827726,14862535
14865337,14865371
14865373,14865369
14865371,14865373
14865369,14865415
14861997,14862019
14865233,14861997
14862345,14862391
14862343,14862391
14865283,14865285
14865285,14865275
25827762,25827802
14854577,25827774
25827768,14854577
25827760,25827762
25827760,25827768
25827774,25827776
25827776,14865007
25827780,25827782
25827782,14871711
14861941,25827786
25827786,14865235
25827790,14865235
14865235,14865237
14865235,14865233
14865243,25827790
14871711,14865245
14865245,14865243
25827802,14871711
14854551,25827766
25827766,25827802
25827810,25827760
25827808,25827810
25827758,25827760
14871713,938020689
938020688,14865281
938020689,938020688
14854533,25827816
25827816,14871713
25827834,25827838
25827838,14871713
14854583,25827836
14858759,14854583
25827836,25827838
14854541,25827840
25827840,25827834
25827832,25827834
25827830,25827832
25827828,25827830
14854513,25827842
25827842,25827832
14854505,25827844
25827844,25827830
25827826,25827828
14854357,25827846
25827846,25827828
25827824,25827826
25827872,25827848
25827848,25827826
25827884,14862053
25827888,14862009
25827892,14861979
25827904,14854617
25827908,14854377
25827920,14853953
25827960,14854119
25827964,14854037
25827968,14854465
25827980,14854039
14865641,14865639
14865639,938020692
25827998,14854603
14865519,14865531
14865531,14865537
14865691,14865683
14865685,14865687
14865687,938020857
938020856,14865691
938020857,938020856
14865549,14865591
14865591,14865593
14865593,14865609
14865611,14865607
14865609,14865611
14860203,14860209
14860209,14863593
14863593,14863571
14865449,14865447
14865453,14865449
938020004,14865453
14865451,938020004
14859485,14859499
14859499,14859503
14859505,14859507
14859503,14859505
14859507,14859501
14865265,14865259
14865265,14865269
14865267,14865265
14865307,14865267
14865311,14865307
14865579,14865597
14865187,14863073
14863073,14865461
14865461,14863087
14863087,14865465
14865483,14865545
14865511,14865513
14865513,14865483
14865509,14865511
14865407,14865409
14865409,14865367
14865401,14865405
14865401,14865407
14865367,14865415
14865361,14865365
14865365,14865363
14865363,14865395
14865773,14863551
14863543,14865773
14863551,14865613
14865613,14865607
15353288,14853931
14327197,14327205
14327199,14327205
14327205,14327207
14327203,14327207
14327207,14854019
14865603,14865617
14865637,14865601
14865597,14865599
14865601,14865603
14865599,14865637
14865577,14865579
14865575,14865577
938020667,14860407
938020668,938020667
14860405,14860407
14860407,14859607
14865289,14865291
14865289,14865293
14865291,14861943
14865293,14865295
14865295,14865297
14865295,14865707
14865297,14861963
14865707,14861945
14865301,14865305
14865303,14865305
14865305,14862067
14865463,14863085
14865465,14865463
14865467,14865463
14865503,14865467
14865557,14865561
14865559,14865561
14865561,14865567
14865563,14865567
14865565,14865569
14865567,14865569
14865569,14863425
14865335,14865347
14865349,14865335
14865357,14865349
14865359,14865349
14865375,14865359
14865377,14865375
14865379,14865375
14865387,14865359
14865655,14865695
14865693,14865697
14865695,14865697
14865697,14863679
25827682,25827686
25827684,25827686
25827686,14865077
25827698,25827702
25827700,25827702
25827702,14862885
25827718,25827722
25827720,25827722
25827722,14862531
25827734,25827738
25827736,25827738
25827738,25827742
25827740,25827742
25827742,14862139
25827876,25827880
25827878,25827880
25827880,14854071
25827896,25827900
25827898,25827900
25827900,14861885
25827912,25827916
25827914,25827916
25827916,25827948
25827918,25827946
25827924,25827944
25827926,25827930
25827928,25827930
25827930,25827934
25827932,25827934
25827934,25827938
25827936,25827938
25827938,25827942
25827940,25827942
25827942,25827944
25827944,25827946
25827946,25827948
25827948,25827956
25827950,25827954
25827952,25827954
25827954,25827956
25827956,14854135
25827972,25827976
25827974,25827976
25827976,14854219
167182281,167182280
167182281,25827984
167182280,14863615
25827984,25827986
25827984,25827988
25827986,14865121
25827988,14865123
25827990,14863657
14865469,14865471
14865471,14865477
14865473,14865471
14865475,14865477
14865477,14865481
14865479,14865469
14865487,14865489
14865489,14865491
14865491,14865479
14865493,167182278
14865495,167182278
14865499,167182278
14865515,14865489
14865517,14865479
25828006,167182279
25828010,25828012
25828012,14863455
25828014,25828012
167182278,167182279
167182279,14865487
167182282,14858617
167182283,14858617
938020246,938020247
938020247,938020693
938020282,938020690
938020281,938020282
938020685,938020684
938020305,14863555
938020858,938020859
938020859,14863755
938020307,938020858
938020308,938020858
938020309,938020308
938020310,938020308
938020311,938020310
938020312,938020310
938020313,938020312
938020314,938020312
938020315,938020314
938020316,938020314
938020317,14858755
938020318,938020317
938020319,938020318
938020320,14854353
938020321,938020320
938020322,938020324
938020323,938020322
938020324,938020320
938020325,938020323
938020326,938020323
938020327,938020329
938020328,938020329
938020329,938020326
938020330,938020326
938020369,938020370
938020370,938020650
938020388,938020389
938020389,938020390
938020390,938020667
938020428,938020429
938020429,938020430
938020430,938020431
938020431,938020688
938020438,938020652
938020439,938020438
938020387,938020666
938020679,14863541
938020678,938020443
938020443,938020444
938020444,938020676
938020855,14865451
14854353,938020319
15354864,15354870
15354860,15354864
15354854,15354860
15354844,15354854
15354842,15354844
15354842,15354848
15354838,15354842
15354136,15354146
15354102,15354120
15354124,15354136
15354120,15354124
15354094,15354102
15354066,15354094
15354070,15354072
15354070,15354080
15354072,15354066
15354060,15354070
15354000,15354006
15353972,15354000
15353958,15353972
15353950,15353958
15353936,15353956
15353800,15353820
15354282,15353936
15353820,15353840
15344278,15353800
15353840,15353842
15353842,15354282
15344266,15344278
15344242,15344266
15353932,15353950
15353872,15353878
15353870,15353872
15353814,15353870
15344290,15353814
15344230,15344290
15344212,15344230
15344844,15344212
15344170,15344844
15344164,15344170
15344140,15344164
15344132,15344140
15344098,15344132
15344096,15344098
15344086,15344096
15344072,15344086
15344048,15344072
15344038,15344048
15344012,15344038
938020755,938020756
938020756,15344012
15344810,938020755
15343942,15344810
15343938,15343942
15343926,15343938
15343916,15343926
15343906,15343916
15344790,15343900
15343900,15343906
15343846,15344790
15343836,15343846
15344782,15343836
15343970,938020755
15343922,15343970
15343884,15343922
15343856,15343884
15343848,15343856
15343816,15343848
15344762,15343816
15343800,15344762
15343798,15343800
15343784,15343798
15353806,15353870
15344860,15353806
15344274,15344860
15344842,15344274
15344126,15344842
15344898,15344126
15344034,15344898
15344824,15344034
15344802,15344822
15344800,15344802
15344794,15344800
15344882,15344794
15353246,15348926
15353240,15353246
15348854,15353240
15353238,15353352
15353352,15348854
15348806,15353238
15348782,15348806
15348732,15348750
15348712,15348732
15348710,15348712
15348702,15348710
15348702,15348708
15348698,15348702
15348680,15348698
15348666,15348680
15348658,15348666
15348626,15348658
15348626,15348630
15348620,15348626
15348608,15348620
15348596,15348608
15348578,15348596
15348584,15348578
15348582,15348584
15348572,15348582
15348572,15348570
15348564,15348572
15348532,15348564
15348516,15348532
15348482,938020758
15348460,15348482
15348434,15348460
15353174,15348434
15348350,15348358
15348346,15348350
15348330,15348346
15348314,15348330
15343244,15343248
15343248,15348302
15353328,15348314
15348302,15353328
15343240,15343244
15341646,15341652
15341652,15343240
15343840,15343842
15348942,15353280
15353280,15343840
15348892,15348898
15348876,15348892
15348880,15348876
15348888,15348880
15348888,15348886
15348896,15348888
15348896,15348894
938020759,938020760
938020760,15348896
15348838,938020759
15348816,15348838
15348810,15348816
15348812,15348810
15348812,15348814
15348800,15348812
15348770,15348800
15348764,15348770
15348754,15348764
15348754,15348756
15348740,15348754
15348742,15348740
15348742,15348772
15348694,15348742
15348644,15348694
15348576,15353194
15348452,15348562
15348430,15348452
15348430,15353186
15348420,15348430
15348424,15348420
15354138,15354146
15354118,15354138
15354118,15354126
15354110,15354118
15353952,15354110
15349232,15349252
15349204,15349232
15349156,15349204
15354822,15354824
15354818,15354822
15356162,15354818
15356162,15354820
15354798,15356162
15354792,15354798
15354786,15354792
15354784,15354786
15354760,15354784
15354744,15354760
15356132,15354744
15354714,15356132
15354702,15354714
15354702,15354706
15349256,15354702
15349248,15349256
15349244,15349248
15349244,15349250
15349240,15349244
15349230,15349240
15349230,15349242
15349190,15349230
15349186,15349190
15349178,15349186
15349178,15349188
15349164,15349178
15349150,15349164
15349142,15349150
15349138,15349142
15349138,15349146
15349130,15349138
15349128,15349130
15349128,15349132
15349122,15349128
15349116,15349122
15349116,15349124
15349096,15349100
15349064,15349096
15349060,15349064
15349044,15349060
15348994,15349044
15348980,15348994
15348964,15348980
15348914,15348918
15348912,15348914
15353260,15348912
15348864,15353260
15353236,15348864
15353230,15353236
15353334,15353316
15353316,25514881
15353204,15353334
15348518,15353204
15356164,15354838
15354806,15356164
15354796,15354806
15354758,15354796
15354756,15354758
15354752,15354756
15354748,15354752
15354746,15354748
15354730,15354746
15349260,15356128
15356128,15354730
15349214,15349260
15349198,15349214
15349194,15349198
15354836,15354838
15354832,15354836
15354826,15354832
15354826,15354828
15354824,15354826
15348860,15348892
15348656,15348860
15348656,15348676
15348610,15348656
15348610,15348678
15348586,15348610
15344244,15344266
15344202,15344244
15344216,15344202
15344848,15344216
15344180,15344848
15344136,15344180
15354032,15354060
15353948,15354032
15353926,15353948
15353884,15353926
15344308,15353810
15353810,15353884
15344270,15344308
15344258,15344270
15344222,15344258
15344168,15344222
15344148,15344168
15344094,15344098
15344106,15344094
15344104,15344106
15344118,15344104
15344130,15344118
15344156,15344130
15354706,15354716
15354708,15354716
15349258,15354708
15344792,15344800
15343866,15344792
15343820,15343866
15343808,15343820
15343806,15343808
15343778,15343806
15348820,15343772
15343772,15343778
15348776,15348820
15348766,15348776
15348760,15348768
15348762,15348768
15348996,15349044
15353298,15348996
15348938,15353292
15344084,15344890
15344080,15344084
15344074,15344080
15344070,15344074
15344798,15344802
15343888,15344798
15343872,15343888
15343860,15343872
15343774,15343794
15343770,15343774
15343764,15343770
15343762,15343764
15353172,15348386
15348362,15348376
15353168,938020763
15348468,15353188
15353196,15348624
15348724,15348726
15348724,15348748
15348870,938020875
15348726,9284962
15348616,15348632
15348602,15353206
938020872,938020873
938020873,15349010
15353294,15348984
938020761,938020762
938020762,938020760
15348948,15348932
15348948,15348930
15343732,15343720
15343976,938020754
15354150,938020882
15354142,938020883
15354132,938020879
15354114,938020878
15354096,15354092
15354080,15354092
15353836,15353918
15354050,15354096
15354044,15354046
15354040,15354044
15354036,15354040
15354012,15354036
15354002,15354012
15354298,15354002
15353882,15353930
15354046,15354050
15353798,15353796
15354866,15354870
15356172,15354866
15354858,15354864
15354852,15354858
15354862,15354858
15354840,15354842
15354834,25514829
15356168,15354834
15354092,15354102
15353996,15354008
15354008,15354006
15353988,15353996
15353942,15353956
15344276,15344278
15344206,15344216
15344138,15344180
15344178,15344848
15344194,15344202
15344190,15344194
15344192,15344194
15344204,15344244
15353796,15344862
15344862,15353854
15353854,15353936
15353898,15353878
15353866,15353898
15344282,15344864
15344264,15344864
15344262,15344264
15344260,15344264
15353862,15353866
15353832,15353862
15344284,15353832
15344250,15344284
15344246,15344250
15344854,15344246
15344240,15344246
15344850,15344240
15344198,15344850
15344200,15344850
15344220,15344240
15344248,15344250
15344252,15344284
15344184,15344844
15344154,15344164
15344144,15344140
15344120,15344132
15344142,15344106
15344128,15344130
15344116,15344118
15344108,15344116
15344838,15344116
15344100,15344104
15344078,15344100
15344834,15344078
15344082,15344078
15344076,15344100
15344056,15344076
15344036,15344056
15344020,15344036
15344002,15344020
15344002,15344004
15344054,15344076
15344058,15344054
15344060,15344058
15344064,15344058
15344052,15344054
15344040,15344056
15344018,15344036
15344092,15344094
15344832,15344086
15344008,15344832
15343994,15344832
15344010,15344038
15343946,15344810
15343952,15343946
15343950,15343952
15343954,15343952
15343964,15343954
15344004,15343954
15343974,15343964
15343972,15343974
15343948,15343946
15343940,15343942
15343930,15343938
15343920,15343926
15343898,15343906
15343908,15343898
15343896,15343898
15343834,15343846
15343832,15343836
15343826,15343832
15343822,15343832
15344788,15344790
15344796,15343916
15343890,15343922
15343880,15343884
15343878,15343880
15343904,15343880
15343818,15343848
15343814,15343848
15343844,15343814
15343858,15343814
15344776,15343816
15344760,15343800
15343782,15343798
15343796,15343782
15343802,15343796
15343792,15343796
15343780,15343782
15344756,15344762
15343850,15343856
15343936,15343970
15344830,15344012
15344826,15344048
15344828,15344072
15344088,15344096
15344840,15344170
15344174,15344212
15344214,15344230
15344210,15344214
15344208,15344214
15344232,15344290
15344196,15344232
15344182,15344196
15344162,15344196
15344218,15344232
15344124,15344842
15344134,15344124
15344122,15344124
15344110,15344896
15344114,15344890
15344102,15344084
15344090,15344080
15344068,15344074
15344032,15344898
15344886,15344032
15344044,15344886
15344066,15344044
15344042,15344044
15344014,15344042
15344006,15344014
15343968,15344006
15344026,15344014
15343982,15344006
15343990,15343982
15344030,15343990
15344028,15344030
15343978,15344028
15343978,15343996
15343992,15343982
15344046,15344030
15343996,15343990
15344016,15344042
15344888,15344824
15344820,15344888
15344884,15344888
15344812,15344884
15343902,15343888
15343882,15343872
15343854,15343860
15343862,15343854
15343894,15343862
15343870,15343862
15343852,15343854
15344750,15343774
15344748,15343764
15343768,15343770
15343776,15343794
15343886,15344798
15344770,15343886
15343838,15343886
15343830,15343838
15344768,15343830
15343828,15343838
15344766,15343830
15343864,15344792
15344772,15343866
15344774,15343820
15343788,15343806
15343790,15343788
15343786,15343788
15343760,15344754
15344754,15343778
15343750,15343760
15343752,15343760
15343766,15343752
15343748,15343752
15343746,15343748
15343758,15343748
15344746,15343750
15343756,15344746
15344744,15344746
15343754,15348774
15348774,15348820
15348752,15348766
15348752,15348760
15348768,15348776
15348588,15348610
15348808,15348836
15348836,938020759
15348802,15348816
15348714,15348802
15348676,15348714
15348678,15348714
15348716,15348802
15348738,15348754
15348642,15348694
15348574,15353194
15348544,15348576
15348544,15348560
15348418,15348430
15348422,15348420
15353186,15348562
15348634,15348644
15348696,15348742
15348692,15348696
15353214,15348696
15348756,15348770
15348772,15348800
15348840,15348812
15348858,15348840
15348842,15348840
15348814,15348818
15353254,15348818
15353256,15353254
15348906,15353254
15353252,15353254
15348818,15348838
15353250,15348896
15348886,15348876
15348894,15348898
15353354,15344786
15344786,15343842
15343876,15348974
15348974,15353354
15353272,15348926
15348804,15353238
15348780,15348806
15353234,15348784
15348758,15348712
15348684,15348698
15348652,15348626
15343724,15343722
15343714,15343716
15343744,15343742
15348670,15343744
15348682,15348670
15348664,15353344
15348672,15348670
15353344,15348672
15343728,15343724
15343728,15343730
15343726,15343728
15343740,15343728
15344740,15343722
15343712,15343716
15348604,15348584
15348628,15348604
15348612,15348604
15343734,15348612
15343702,938020751
15343700,15343702
15343706,15343702
15343696,938020751
15348484,938020758
15343684,15348484
15348404,15348434
15343668,15348402
15348402,15348404
15353340,15348406
15343682,15353340
15348406,15348404
15348328,15348346
15348322,15348328
15343660,15348322
15348320,15348328
15348310,15348320
15348308,15348320
15343228,15343240
15341654,15343228
15341650,15343228
15341670,15343236
15341668,15343236
15353360,15348314
15348294,15353360
15348290,15348294
15348290,15348296
15341658,15343238
15348274,15348290
15341714,15348274
15341676,15343242
15341672,15343242
15348296,15353360
15348324,15348330
15348348,15348350
15348356,15348358
15348384,15353174
15348436,15348460
15348410,15353338
15353338,15348436
15348464,15348482
15348488,15348464
15348458,15348464
15348456,15348458
15348448,15348456
15348438,15348456
15348462,15348458
15353184,15348462
15353184,15348446
15348446,15348470
15348470,15348474
15348474,15348490
15348474,15348476
15348472,15348474
15348486,15348470
15348508,15348516
15348522,15348532
15348534,15348564
15348524,15348566
15348526,15348566
15348520,15348534
15348520,15348524
15348498,15348520
15348496,15348500
15348504,15348500
15348490,15348498
15348490,15348496
15348500,15348520
15348570,15348578
15348566,15348596
15348598,15348608
15348556,15348598
15353320,15348556
15348558,15348598
15348630,15348648
15348630,15348646
15348648,15348650
15348650,15348668
15348650,15348660
15348646,15348650
15348668,15348680
15348700,15348702
15348674,15348700
15348636,15348674
15348552,15348580
15348546,15348552
15348548,15348546
15348548,15348554
15348550,15348548
15348512,15348550
15348492,15348512
15348480,15348492
15348442,15348454
15353178,15348442
15348396,15353178
15348394,15348396
15348390,938020806
15348390,938020807
15348380,15348390
938020763,15348380
15353336,938020764
938020764,938020765
938020765,938020763
15348316,938020271
15348304,15348316
15348590,15348636
15348542,15348552
15348530,15348542
15348528,15348542
15348540,15348548
15353176,15353178
15348336,15353336
15353158,15348336
15348318,15353158
15348318,15353160
15353156,15348318
15353154,15353156
15341718,15348284
15348284,15353154
15341674,15341718
15341664,15341674
15341662,15341664
15348342,15348318
15353152,15353156
15341716,15353152
15341656,15341664
15343230,15341656
15343230,15341660
15341660,15343238
